Sample;SITE;Awayvsclosetoreef;SmallvsLargemetacommunity;Metacommunityrep;acaro3;M10;M15;Amphipoda1;Amphipoda15;Amphipoda17,Amphitoerubricata(cf);Amphipoda2;Abludomelita obtusata;Amphipoda25;Amphipoda26,Ampeliscidae;Amphipoda7;Amphipoda8;Aoragracilis;Apherusajurinei(cf);Dexamine spinosa;Ericthoniusdifformis;Ericthoniuspunctatus;Gammarellafucicola;Jassafalcata;Maeragrossimana;Phtisicamarina;Pseudoprotellaphasma;Caprellaacanthifera;Caprellalinearis;Thalassosmittiaatlantica;M13;Copepoda4;Copepoda1;Copepoda2;Copepoda3;Decapoda1;Decapoda2;Decapoda3;Decapoda4;Decapoda5;Decapoda,santola;M7;Macropodiasp.;Paguridae;Pagurus2;Diastylissp.;M9(larvaequinoderme);Ophioctenaffinis;Ophiuridae1;Ophiuridae2;ourico1;ourico2;ouricobranco;Diplecogaster;Peixe2;Foraminifera1;Foraminifera3;Foraminifera4;Alvaniaangioyi;Alvaniacancellata;Bittiumnanum;Caecumwayae;Gastropoda1;Gastropoda12;Gastropoda8(achoqueeTricolia);Gibbulamagus;Jaeropsisbrevicornis;Jujubinuspseudogravinae;Lamellariaperspicua;Manzoniaunifasciata;Microprotopusmaculatus;Nassariuscuvierii(cf);Nassariusrecidivus(cf);Odostomiabernardi(cf);Omalogyraatomus;Philinesp.;Raphitomasp.;Raphitomasp2;Raphitomasp.3;Retusatruncatula;Rissoelasp2(cf);Setiasubvaricosa;Solariellaazorensis;Tricoliapullusazorica;Trophonopsismuricatus;Anthuragracilis;Dynamenebidentata;Gnathiamaxillaris;Janiropsisbreviremis;Polychaeta1;Polychaeta12;Polychaeta15;Polychaeta16;Polychaeta17;Polychaeta18;Polychaeta19;Polychaeta2;Polychaeta20;Polychaeta21;Polychaeta3;Polychaeta5;Polychaeta8;Euphrosinefoliosa;Nereidae;Nudibranchia1;Nudibranchia2;Nudibranchia4;Nudibranchia5;Nudibranchia6;Oligochaeta2;Oligochaeta3;M11;M14;M19;M6;Lepidogaster/Diplecogaster;planaria;Acheliaechinata;Callipalleneemaciata;M1;M20;M3;M4;M5;M8;Leptocheliacaldera;Paratanaismartinsi;Tanaisgrimaldii;M12;M18;M2;M21;M24;B4;B5;Chlamissp.;Chlamissp2;Erviliacastanea;Limariahians;Papillicardiumpapillosum;Bryozoa1;Bryozoa2;Bryozoa3;Bryozoa4;Bryozoa5;Bryozoa7;Bryozoarosa;Crosta3;Cnidaria,Anthozoa;Spongia;Grantiasp.;Syconsp.;Annelidaew/otube;Spirorbidae;Tubeworm
s31;site 1;Close;Small;2;0;0;0;35;45;34;0;0;1;1;5;7;2;8;6;0;22;3;3;0;35;0;0;34;1;2;0;0;0;0;0;1;0;0;0;0;5;6;1;0;10;1;3;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;1;1;0;0;5;0;0;0;0;0;0;0;0;0;12;1;0;1;0;5;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;14;0;0;0;0;0;5;15;0;0;0;2;0;1;3;6;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;10;5;4;2;0;1;0;0;1;2;0;3;0;0;1;0;4;4
s32;site 1;Close;Small;2;0;0;0;10;76;6;0;0;0;0;1;8;0;1;11;0;5;1;0;0;74;0;0;28;1;0;0;0;0;0;1;2;0;0;0;0;3;0;2;0;8;1;2;0;0;0;0;0;0;0;1;0;0;4;0;1;0;0;0;3;0;1;1;0;0;3;0;0;0;0;0;0;0;0;0;42;4;0;4;0;14;3;0;0;0;1;0;0;0;0;0;0;0;0;9;0;1;0;17;0;0;0;0;0;10;30;0;0;0;3;2;4;9;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;2;4;1;0;1;0;0;0;0;0;2;0;0;0;0;0;1
s33;site 1;Close;Small;2;0;0;0;61;38;56;0;2;1;1;12;2;3;13;13;0;37;13;5;1;111;0;0;19;0;2;0;0;0;0;1;0;0;0;0;0;2;1;2;0;7;0;5;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;2;0;0;1;3;0;0;0;0;0;0;0;0;0;6;4;0;1;0;10;6;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1;31;0;0;0;0;0;3;11;0;0;0;3;1;2;10;5;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;1;0;22;7;3;4;0;2;1;0;1;1;0;4;0;0;2;0;1;25
s34;site 1;Close;Small;3;0;0;0;4;8;20;0;0;0;0;0;4;0;4;8;0;0;12;4;0;84;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;24;0;0;1;0;0;4;4;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
s35;site 1;Close;Small;3;0;0;0;52;0;44;0;0;0;0;0;0;0;12;0;0;12;4;16;0;92;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;4;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;28;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;8;8;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4
s36;site 1;Close;Small;3;0;0;0;76;48;24;0;0;0;0;8;0;0;4;0;0;20;1;24;0;68;0;0;28;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;4;0;0;0;8;0;0;0;0;0;0;0;0;0;8;1;0;8;0;4;1;0;0;0;0;0;0;0;0;0;4;1;0;4;0;0;0;16;0;0;0;0;0;0;1;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;4;0;0;48;12;8;4;0;1;4;0;60;8;0;0;0;0;0;0;0;8
s37;site 2;Away;Large;1;0;0;0;244;60;28;0;0;0;0;8;0;8;4;0;0;80;8;112;4;68;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;4;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;4;0;0;0;0;1;0;0;0;4;0;0;0;12;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;44;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;24;92;8;12;0;0;0;0;8;8;0;0;0;0;0;0;0;24
s38;site 2;Away;Large;1;0;4;0;124;48;36;0;0;0;0;1;0;0;4;4;0;32;20;56;0;76;0;0;16;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;4;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;40;0;0;0;0;0;0;8;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;4;0;0;0;16;16;4;12;0;4;0;0;16;8;0;0;0;0;0;0;0;16
s39;site 2;Away;Large;1;0;0;0;228;88;64;0;0;0;0;8;0;0;24;4;0;32;24;96;8;24;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4;4;16;0;8;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;12;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;8;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;104;0;0;0;0;0;4;12;0;0;0;0;0;4;16;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;4;0;0;36;112;1;12;0;0;0;0;8;4;0;4;0;0;4;0;0;24
s40;site 2;Away;Large;2;0;3;0;97;77;54;2;1;0;0;1;5;5;3;5;3;47;12;18;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;8;0;7;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;12;4;0;0;1;0;0;0;3;0;1;1;0;0;0;5;0;6;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;11;0;0;0;0;0;2;8;0;0;0;0;0;4;7;3;0;0;0;0;1;0;0;3;11;5;1;0;0;0;0;0;0;0;18;5;0;0;0;1;0;0;11;0;0;0;0;0;1;0;0;7
s41;site 2;Away;Large;2;0;0;0;320;148;40;0;0;0;0;8;12;1;1;0;0;52;16;20;4;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;4;0;0;8;0;4;0;12;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;32;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;12;0;8;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;20;0;0;0;0;0;1;8;0;0;0;0;0;1;16;1;0;0;0;0;0;0;0;16;16;0;4;0;0;0;0;0;0;0;4;8;0;1;0;1;0;1;28;0;0;4;0;0;0;0;0;8
s42;site 2;Away;Large;2;0;0;0;392;132;60;0;0;0;0;8;0;4;12;4;0;72;12;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;24;4;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;4;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;16;0;12;4;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;24;0;0;0;0;0;4;20;0;0;0;0;0;4;24;12;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;64;68;1;0;0;0;0;0;12;4;0;4;0;0;0;0;0;4
s43;site 2;Away;Large;3;0;1;0;269.6666667;119;51.33333333;0.666666667;0.333333333;0;0;5.666666667;5.666666667;3.333333333;5.333333333;3;1;57;13.33333333;34;2.333333333;0.333333333;0;0;0;0;1.333333333;0;0.666666667;0;0;0.333333333;0;0;0;0;0;0;2;1.333333333;0;13.33333333;1.333333333;10.33333333;0;4;0;0;0;0.333333333;0;6;0;0;0;0;0;0;0;0;0;0;21.33333333;2.666666667;0;0;1.666666667;0;0;1.333333333;1;0;0.333333333;0.333333333;0.333333333;0;0;2;0;11.33333333;0;7.333333333;1.333333333;0;0.333333333;0;0;0;0;0;0;0;0;0.333333333;0;7;0;0;0;18.33333333;0;0;0;0;0;2.333333333;12;0;0;0;0;0;3;15.66666667;5.333333333;0;0;0;0;0.333333333;0;1.333333333;6.333333333;10.33333333;1.666666667;1.666666667;0;0;0;0;0;0;0;28.66666667;27;0.333333333;0.333333333;0;0.666666667;0;0.333333333;17;1.333333333;0;2.666666667;0;0;0.333333333;0;0;6.333333333
s44;site 2;Away;Large;3;0;0.5;0;240.8333333;107.5;55.66666667;0.333333333;0.166666667;0;0;2.833333333;2.833333333;7.666666667;3.166666667;5.5;0.5;50.5;12.66666667;73;1.166666667;16.16666667;0;0;6;0;0.666666667;0;0.333333333;0;0;0.166666667;0;0;0;0;0;0;1.5;0.666666667;0;8.666666667;0.666666667;13.16666667;0;2;0;2;0;0.166666667;0;3;0;0;0;0;0;0;0;0;0;0;20.66666667;1.333333333;0;0;1.333333333;0;0;0.666666667;0.5;0;0.166666667;0.166666667;0.166666667;2;0;1;0;13.66666667;0;11.66666667;0.666666667;0;0.166666667;0;0;0;0;0;0;0;0;0.666666667;0;4;0;0;0;25.16666667;0;0;0;0;0;3.166666667;16;0;0;0;0;0;5.5;7.833333333;2.666666667;0;0;0;0;0.166666667;0;2.666666667;3.166666667;9.166666667;0.833333333;0.833333333;0;0;0;0;2;0;0;26.33333333;35.5;2.166666667;4.166666667;0;0.333333333;0;0.166666667;18.5;6.666666667;0;1.333333333;0;0;0.666666667;0;0;5.166666667
s45;site 2;Away;Large;3;0;0;0;212;96;60;0;0;0;0;0;0;12;1;8;0;44;12;112;0;32;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;16;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;16;0;16;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;32;0;0;0;0;0;4;20;0;0;0;0;0;8;0;0;0;0;0;0;0;0;4;0;8;0;0;0;0;0;0;4;0;0;24;44;4;8;0;0;0;0;20;12;0;0;0;0;1;0;0;4
s46;site 2;Away;Small;1;0;0;0;4;32;12;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;12;0;0;0;0;0;1;12;4;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;4;0;0;0;0;0;0;1;0;0;4;1;1;4;0;0;0;0;16;4;0;1;0;0;0;0;0;0
s47;site 2;Away;Small;1;0;0;0;28;44;12;0;0;0;0;0;8;0;0;24;0;16;8;16;1;28;0;0;12;4;0;0;0;0;0;1;0;0;0;0;0;4;4;4;0;4;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;36;0;4;0;0;0;0;0;0;4;0;0;1;0;12;4;0;0;24;0;0;0;0;0;0;12;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;4;16;0;0;0;0;0;0;0;0;0;8;76;1;0;0;0;0;0;0;12;0;0;0;0;0;12;0;0
s48;site 2;Away;Small;1;0;0;0;8;12;1;0;0;0;4;4;0;1;0;0;0;0;12;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;36;0;0;0;0;0;4;12;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;16;24;0;12;0;0;0;0;12;0;0;4;0;0;0;8;0;0
s49;site 2;Away;Small;2;0;0;0;260;84;64;0;0;0;0;4;1;1;16;8;0;44;12;28;0;52;0;0;24;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;16;0;24;0;0;0;4;0;0;0;1;0;0;0;0;4;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;0;8;0;12;0;0;0;0;0;0;0;0;8;0;4;0;0;12;1;0;0;28;0;0;0;0;0;1;20;0;0;0;1;0;4;4;8;0;0;0;0;0;0;8;12;36;0;0;0;0;0;0;0;0;0;24;76;4;56;0;0;0;4;8;16;0;4;0;0;0;0;0;8
s50;site 2;Away;Small;2;0;4;0;132;40;28;0;1;0;0;0;0;4;4;0;0;80;8;28;0;52;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;4;8;0;0;8;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;8;0;0;0;0;0;0;8;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;4;8;0;0;0;0;0;0;4;0;0;8;84;4;8;8;0;0;0;0;4;0;0;0;0;0;0;0;0
s51;site 2;Away;Small;2;0;0;0;112;64;20;0;0;0;0;1;0;4;4;1;0;28;4;88;1;36;0;0;8;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;4;0;0;0;1;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;12;0;0;0;0;0;1;1;0;0;1;0;0;4;16;4;0;0;0;0;0;0;0;12;4;0;0;0;0;0;0;0;0;0;20;20;1;4;0;8;0;0;20;8;0;0;0;0;0;0;0;8
s52;site 2;Away;Small;3;0;0;0;420;220;36;0;0;0;0;8;4;8;4;0;0;104;4;196;1;36;0;0;4;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;44;8;4;0;8;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;16;0;0;0;4;0;0;0;0;0;0;0;0;4;0;0;0;4;0;16;0;0;4;0;0;0;0;0;0;0;0;0;0;8;0;0;0;28;0;0;0;0;0;1;16;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;8;20;0;0;0;0;0;0;0;0;0;36;40;8;4;0;4;0;0;16;0;0;4;0;0;1;0;0;20
s53;site 2;Away;Small;3;0;0;0;228;116;60;0;0;0;0;12;16;8;4;0;0;96;16;188;4;16;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;8;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;4;0;12;0;0;0;0;4;0;0;0;0;0;0;0;4;4;0;0;0;32;0;0;0;0;0;1;12;0;0;0;1;0;1;4;1;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;8;4;1;1;0;0;0;0;0;0;0;0;4;0;1;4;0;12
s54;site 2;Away;Small;3;0;4;0;92;52;20;0;0;0;0;1;1;0;1;0;0;32;0;24;1;8;0;0;8;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;24;0;0;0;0;0;1;4;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;1;0;0;8;0;0;0;0;0;0;0;0;24
s55;site 2;Close;Large;1;0;0;0;2;26;1;0;1;0;0;7;0;0;7;7;0;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;3;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;1;0;4;0;0;2;0;0;0;0;3;0;0;0;41;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;43;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
s56;site 2;Close;Large;1;0;1;0;4;26;0;0;0;0;0;15;0;0;2;2;0;9;2;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;1;0;6;1;3;0;0;0;0;0;0;0;6;1;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;26;0;0;0;0;0;1;9;0;0;1;0;0;0;2;2;0;1;0;0;0;0;1;6;4;0;0;0;1;0;0;0;0;0;20;42;2;14;0;1;3;0;2;18;4;11;0;5;5;1;0;5
s57;site 2;Close;Large;1;0;1;0;0;40;0;0;0;0;1;32;0;0;4;12;0;1;16;0;12;0;0;0;0;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;20;0;8;0;0;1;1;0;1;0;20;12;1;4;1;4;0;0;0;0;1;12;8;1;4;4;0;0;0;1;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;8;0;0;0;1;0;0;0;4;1;0;0;0;76;0;0;0;4;0;4;4;0;4;0;4;0;12;8;20;0;0;0;0;0;0;1;4;4;0;1;0;0;0;1;1;0;0;100;96;4;20;8;4;0;4;12;24;0;8;0;0;20;24;0;4
s58;site 2;Close;Large;2;0;0;0;0;28;16;0;0;0;0;8;0;0;4;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;64;0;0;0;0;0;0;16;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;12;132;8;1;0;0;0;0;16;32;0;12;0;0;0;0;0;4
s59;site 2;Close;Large;2;0;0.5;0;0;34;8;0;0;0;0.5;20;0;0;4;8;0;0.5;8;0;6.5;0;0;0;0;0.5;0.5;0;2;0;0;0;0;0;0;0;0;0;2;0.5;0;10;0;10;0;0;0.5;0.5;0;0.5;0;10;6;0.5;2;0.5;2;0;0;0;0;0.5;6.5;4;0.5;2;2;0;0;0;0.5;0.5;0.5;0;0;0;4;0;0;2;0;1;0;0;0;0;4;0;0;0;0.5;0;0;0;2;6.5;0.5;0;0;70;0;0;0;2;0;2;10;0;2;0;2;0;6.5;4.5;10;0;0;0;0;0;0;0.5;4;4;0;0.5;0;0;0;0.5;0.5;0;0;56;114;6;10.5;4;2;0;2;14;28;0;10;0;0;10;12;0;4
s60;site 2;Close;Large;2;0;0.25;0;0;31;12;0;0;0;0.25;14;0;0;4;6;0;0.25;4;0;3.75;0;0;0;0;0.25;0.25;0;1;0;0;0;0;0;0;0;0;0;3;0.75;0;5;0;11;0;0;0.25;0.25;0;0.25;0;5;3;0.25;1;0.25;1;0;0;0;0;0.25;3.75;2;0.25;1;1;0;0;0;0.25;0.75;0.75;0;0;0;2;0;0;3;0;1;0;0;0;0;2;0;0;0;0.25;0;0;0;1;9.25;0.75;0;0;67;0;0;0;1;0;1;13;0;1;0;1;0;3.75;2.75;5;0;0;0;0;0;0;0.25;4;4;0;0.25;0;0;0;0.25;0.25;0;0;34;123;7;5.75;2;1;0;1;15;30;0;11;0;0;5;6;0;4
s61;site 2;Close;Large;3;0;2;0;4;1;3;0;0;0;0;16;1;0;4;0;0;2;2;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;5;0;2;0;1;0;0;0;0;0;0;0;1;0;0;2;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;4;0;3;0;0;0;0;3;1;0;0;1;0;0;0;0;5;0;0;0;59;0;0;0;1;0;3;1;0;0;0;0;0;3;8;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;2;5;1;3;0;0;3;0;0;6;0;8;0;0;4;5;0;4
s62;site 2;Close;Large;3;0;0;0;1;7;3;0;0;0;2;4;1;0;4;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;3;2;0;0;0;0;3;0;0;0;0;0;1;0;2;0;0;1;52;0;0;0;0;0;3;0;0;3;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3
s63;site 2;Close;Large;3;0;1;0;2.5;4;3;0;0;0;1;10;1;0;4;4;0;1;1;0.5;0.5;0;0;0;0;0.5;1;0;0;0;0;0;0;0;0;0;0;0.5;0.5;6;0;1;0;2;0;0;0;0;0;1;0;0.5;0;0;1;0;1;0;0;0;0;0.5;0;1.5;0;0.5;0;0;0;0;0;1.5;0;0.5;0;0;0.5;0.5;0;2;0;3;1;0;0;0;1.5;2;0;0;0.5;0;0;0.5;0;3.5;0;0;0.5;55.5;0;0;0;0.5;0;3;0.5;0;1.5;0;0.5;0;1.5;4.5;0;0;0;0;0;0.5;0;0;0.5;0.5;0;0;0;0;0;1;0;0;0;1;8.5;1.5;1.5;0.5;0.5;1.5;0;0;3;0;4;0;0;2;2.5;0;3.5
s64;site 2;Close;Small;1;0;0;0;4;8;4;0;0;0;0;20;0;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4;0;0;8;0;4;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;116;0;0;0;0;0;4;4;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;1;4;0;36;76;12;16;0;12;0;0;16;12;0;12;0;0;0;0;0;12
s65;site 2;Close;Small;1;0;0;0;0;8;16;0;0;0;0;8;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;8;0;8;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;1;0;16;0;0;0;20;0;0;4;0;0;1;0;0;0;0;0;1;4;8;4;0;0;0;0;0;0;0;0;8;0;0;0;0;0;4;1;0;0;24;92;0;32;12;4;4;0;12;32;0;8;0;0;0;0;0;0
s66;site 2;Close;Small;1;1;0;0;19;70;3;0;0;0;0;7;1;1;1;3;0;5;0;0;2;1;0;0;0;0;4;0;5;0;0;0;0;0;0;0;0;1;2;3;0;13;11;12;0;0;0;1;1;0;0;14;0;0;4;1;30;0;0;1;0;0;5;0;0;1;6;1;1;1;1;0;1;0;0;1;10;3;0;5;0;23;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;43;0;1;1;0;0;2;7;3;1;5;0;0;5;8;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;2;1;0;0;74;98;7;25;0;1;0;0;0;0;1;0;0;0;0;3;11;8
s67;site 2;Close;Small;2;0;0;0;2;28;8;0;0;0;0;7.5;1;0.5;0;1;0;2;1.5;0;2;0.5;0;0;1;0;0.5;0;0;0;0;1;0;0;0;0;0;2.5;0;1.5;0;3;0;2;0;0;0;0;0;0;0;0.5;0;0;0;0;0.5;0;0;0;0;0;1;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0.5;0;0;0;1;0;0;0;10;0;0;0;72;0;0;0;0;0;1;2;0;0;0;0;0;0.5;4;0;0;0;0;0;0;0;0;1.5;2.5;0;0;0;0;0;2;0;0;0;19;59.5;2.5;4.5;0;0;0;0;4;4;0;2;0;0;2.5;1.5;0;2
s68;site 2;Close;Small;2;0;0;0;0;27;8;0;0;0;0;7;2;0;1;2;0;3;2;2;4;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;3;0;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;2;0;0;0;4;0;0;0;92;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;2;43;1;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0
